"","id","type","hcldividi","hclturkre","hcleducat","hclpoliti","hclfiscal","hclsocial","hclgod","hclincome","hclage","hclgender","O","C","E","A","N","hcltrust","hclthough","hcltstpep","riskecon_1","ambigecon_1","mazeecon","trolley1","trolley2","k","prosociality","intellectualism","selfdetermination","selfcontrol"
"1579","A3UK00VV8YN2HN",1,3,4,4,3,4,4,7,5,43,1,-2.26254789802041,1.27127585857614,0.707239054092645,0.744409882346917,0.760127542975206,7,3,4,1,1,1,0.556122639024133,1.21959117661777,0.00425,2.95222017491069,2.3015304935162,-2.13879309469533,1.21878607932147
"1585","AWZDUJ8LC1173",2,3,4,4,2,6,5,7,4,63,1,-0.182594585608526,-0.952999600457794,-0.240944727359016,0.191783254182173,1.24004192109455,5,3,4,0,0,1,-0.502336194806999,1.21959117661777,0.0285,0.051826516002919,0.62156531124086,-0.401073243864722,0.803934606927256
"1592","A28Y4CEFC3NK1V",2,3,3,2,4,4,4,7,2,27,1,1.37737039870038,1.27127585857614,1.18133094481848,1.84966313867641,-1.6394443476215,1,3,5,5,5,2,1.63270955260512,-0.629640979965272,0.175,-3.70154750483517,1.11567201184996,-0.884310689711054,-0.105020781389508
"1596","AACGKQ431VQSM",0,3,1,5,5,2,2,3,10,21,1,0.337393742494443,0.715206993817653,2.12951472627014,-0.360843373982571,-0.199701213263476,5,2,4,7,7,1,-2.97386218678324,0.142086916808333,0.011,-3.10686712491327,-2.08312283166706,0.591763149035316,1.73214940721567
"1602","A21SFV3QQBIUXM",0,3,1,5,6,1,1,7,8,66,1,1.37737039870038,0.715206993817653,1.18133094481848,-0.360843373982571,0.280213164855865,5,1,4,0,0,1,1.63270955260512,-0.629640979965272,0.0705,-2.03183667120605,3.19973615666332,0.823600701923589,-0.45446208784227
"1609","A9I6LVY4CKEN0",0,3,3,5,2,5,4,6,1,44,1,0.337393742494443,0.715206993817653,1.65542283554431,0.744409882346917,-0.199701213263476,5,2,4,2,1,1,0.0268932221085667,1.21959117661777,0.00175,-2.33250100873089,-1.63418761896663,2.72323741063141,0.720340288493758
"1613","A60SQAY0H3ZA",2,4,6,5,6,2,1,7,7,32,1,1.37737039870038,0.159138129059171,2.12951472627014,0.191783254182173,0.280213164855865,6,2,4,2,1,1,-0.00936293739115046,-0.629640979965272,0.00425,-3.84361179331919,2.31877289120331,0.961390043164393,1.12799998160424
"1616","A2BXVBVLIA1237",1,1,1,3,4,3,3,1,4,30,0,-1.22257124181447,-1.50906846521628,0.233147163366815,0.191783254182173,0.760127542975206,5,3,3,1,2,1,0.115313719225528,-1.91342514485994,0.175,0.378151542804317,-3.07761841762752,0.785834815816163,-0.568059389850237
"1620","A2EY0R9GUHBNQX",0,3,4,2,3,3,3,2,4,34,0,0.857382070597413,-0.396930735699312,0.233147163366815,-0.360843373982571,0.280213164855865,3,4,4,2,2,1,-2.97386218678324,-0.782529161483187,0.2125,-2.1285798015294,0.822675856933221,-0.647348703285416,-0.479060922666623
"1627","A2I6AJ1S24DS8T",2,3,7,4,3,2,1,2,4,28,0,0.337393742494443,1.27127585857614,-1.66322039953651,1.29703651051166,0.760127542975206,4,2,4,3,2,2,-1.59705118813785,0.294975098326247,0.00425,1.08564179181412,-0.69714590805211,1.76679472636409,-0.52384423652904
"1632","A3UAAA096DXGSP",2,2,6,5,5,3,1,1,3,21,1,-1.22257124181447,-0.396930735699312,-0.240944727359016,-0.360843373982571,-1.6394443476215,6,2,3,4,2,2,-1.06782177122228,0.294975098326247,7e-04,-0.320163073880677,-4.05133382461988,-1.2835903117616,2.43919290868743
"1633","AZNYW33Q9FOLU",1,1,1,4,4,4,4,2,4,23,0,0.337393742494443,-1.50906846521628,1.18133094481848,1.84966313867641,-1.6394443476215,5,3,4,5,5,1,-1.50863069102089,0.860423090014623,0.00022,-2.14052727600847,-1.795019030007,1.34823073570572,-0.254531865454574
"1634","A2HHKBW8HQWI66",0,4,6,5,4,4,1,1,7,42,0,0.337393742494443,0.159138129059171,0.233147163366815,1.84966313867641,-1.6394443476215,7,2,5,0,0,1,1.63270955260512,1.21959117661777,0.011,-1.63866827540755,-2.59202665723278,1.74125175291924,-2.14190904643531
"1642","A2XZOX34185H8X",2,4,5,4,4,2,2,1,6,46,1,0.857382070597413,1.27127585857614,-0.240944727359016,0.191783254182173,-0.199701213263476,5,2,5,1,1,1,-0.520464274556858,1.21959117661777,0.00425,-0.579893306234364,-3.43265916360297,-0.650867467752728,-0.716769768823123
"1643","A2S8T8W0HT5NR6",0,3,3,5,1,6,5,4,6,80,0,-0.182594585608526,1.27127585857614,-0.715036618084846,0.191783254182173,-0.679615591382816,6,2,4,1,1,1,1.63270955260512,-0.629640979965272,0.00175,-0.25439499738504,-1.26767274372925,-1.76515649598001,-2.78609412501064
"1650","A2X1ZC598HWPN6",1,3,1,4,3,2,1,1,6,38,0,-1.22257124181447,-0.952999600457794,-1.66322039953651,-0.913470002147316,0.280213164855865,3,4,4,1,1,1,-1.06782177122228,-0.629640979965272,0.0285,3.8717180637674,-2.78755940409335,2.47630330980285,1.7630159264389
"1651","AYDK3GLS38UEY",1,4,7,5,4,5,3,7,4,22,0,0.857382070597413,1.27127585857614,0.707239054092645,1.84966313867641,-1.6394443476215,6,1,5,5,4,1,0.574250718773991,-1.55425705825679,0.0705,-4.08401178977097,3.61843421803791,-1.80621051218092,-1.46437685161238
"1665","A38R2NKZDQXOPW",0,3,4,5,3,3,3,1,6,32,0,-1.22257124181447,-0.952999600457794,0.233147163366815,-0.360843373982571,0.280213164855865,6,4,3,1,1,1,0.185606136592632,-0.423361074880042,0.011,5.08646402757627,0.229897408241513,-0.115117263767705,-0.171235756379446
"1670","ACE57M02TNPJW",1,2,1,4,5,1,1,4,2,44,0,1.37737039870038,0.159138129059171,-0.240944727359016,-0.360843373982571,0.280213164855865,4,3,4,4,3,1,1.10348013568956,0.294975098326247,0.0705,0.870373298167211,-0.9305268354552,0.340686203582375,0.758601107380808
"1673","A21Y22J7Q0KSGN",0,2,5,6,2,5,3,4,6,35,0,1.37737039870038,1.27127585857614,0.707239054092645,0.191783254182173,-1.6394443476215,5,2,4,3,1,1,0.556122639024133,1.21959117661777,0.011,-1.81203009507711,-1.82388886598887,-0.373230131726355,0.185305192126272
"1680","A1N5NKNM61DTE9",1,3,7,4,3,3,3,7,6,34,1,0.857382070597413,1.27127585857614,-0.715036618084846,-0.360843373982571,2.19987067733323,4,2,5,1,1,1,1.0853520559397,0.294975098326247,0.0285,0.325474851510072,2.63219176021833,-0.74078587392553,0.784817165267344
"1689","A37QFZ8I1TGH2C",0,2,1,4,2,5,4,1,4,61,1,-0.182594585608526,0.159138129059171,-1.66322039953651,-0.913470002147316,0.280213164855865,1,1,4,1,1,1,0.0971856394756699,-0.0641929882768975,0.016375,3.84271365822828,-1.86675152178931,-1.00911031910354,-0.966410434461972
"1692","A2RYN1S6OSO9KX",1,3,4,5,5,3,3,7,5,27,0,-0.702582913711496,-0.396930735699312,0.707239054092645,0.191783254182173,-1.15952996950216,5,2,4,1,3,1,1.63270955260512,-0.629640979965272,0.0705,-1.00585593617512,1.25561600503511,1.02251898795784,-0.531903801142045
"1696","A3AEOBHOVK7T6G",1,1,4,5,3,5,5,7,4,25,1,-0.702582913711496,0.159138129059171,-0.240944727359016,0.744409882346917,-0.199701213263476,7,3,3,3,2,1,0.0971856394756699,-0.988809066568417,7e-04,0.759704327223625,0.823416832585081,-1.87185246157611,-3.30304333336304
"1700","A2NQOR3F1L51TE",0,3,1,6,6,1,1,1,4,30,0,1.37737039870038,0.159138129059171,-0.240944727359016,-0.913470002147316,-1.6394443476215,4,2,4,2,1,2,0.574250718773991,1.21959117661777,0.00425,3.05755719555349,-4.15465374292063,-2.39817513175724,-1.78875844034352
"1704","A24DX17H83SMV0",1,3,1,4,4,3,1,5,5,35,1,-2.78253622612338,-1.50906846521628,-1.18912850881068,-1.46609663031206,1.24004192109455,4,2,4,5,2,1,-0.979401274105321,-0.0641929882768975,0.0285,4.83708584677534,1.89520955513706,-0.549486301995145,-2.82671352467723
"1709","A12GVRSR9VNATY",0,3,4,5,6,1,1,1,9,33,1,0.337393742494443,-0.396930735699312,-0.240944727359016,0.191783254182173,-0.199701213263476,5,4,4,2,2,1,-0.361751360072793,-0.423361074880042,0.011,2.17533027957943,-0.82356302212469,3.05648104009807,-0.153657357774759
"1716","A39Q6EA421OBQE",0,2,3,4,4,3,3,1,5,32,0,-1.22257124181447,-0.952999600457794,-1.66322039953651,-0.913470002147316,1.24004192109455,4,4,4,2,2,1,0.0971856394756699,-0.0641929882768975,0.0285,6.09139694300294,0.146641235327995,0.838074731864711,-2.64606281299698
"1717","A1650FELH3UL2F",1,3,7,2,4,2,1,1,2,27,0,-1.22257124181447,0.715206993817653,-1.18912850881068,0.191783254182173,-0.199701213263476,5,1,3,3,2,2,-1.59705118813785,1.21959117661777,0.011,4.00607664227628,-1.51018371043827,1.53157072507452,-3.69059755117901
"1724","A2GFZWTI1AVCKX",1,1,5,4,3,3,3,1,4,51,1,0.857382070597413,1.27127585857614,0.707239054092645,1.29703651051166,0.280213164855865,7,2,5,0,0,1,0.574250718773991,1.21959117661777,0.011,-5.20127759089914,-2.7820427028007,-0.599729937340616,-1.69351296796333
"1726","A30ZAMHRRV8LX",1,2,2,2,3,3,3,1,1,19,0,-0.182594585608526,-0.396930735699312,0.707239054092645,-0.913470002147316,0.280213164855865,5,3,3,4,4,1,0.556122639024133,0.294975098326247,0.011,0.983746938797492,-1.44378033821587,0.637452087515803,-0.693332106735923
"1734","ARA9V77JPMHSH",1,3,3,6,3,4,3,7,9,32,0,1.37737039870038,-1.50906846521628,0.707239054092645,0.191783254182173,-0.199701213263476,5,2,3,2,2,2,1.10348013568956,-0.629640979965272,0.00175,-3.24002741414289,1.30435693231307,0.315904985701291,3.14726434410331
"1736","A1CWDCM0WHXQXZ",0,3,2,4,3,4,4,6,2,26,0,-0.702582913711496,-0.396930735699312,-1.18912850881068,0.191783254182173,-0.199701213263476,5,4,4,0,0,2,1.10348013568956,0.294975098326247,0.0705,3.90048422042318,1.64596446422211,-3.2264668443046,-0.226821090550512
"1738","A1N4O370NJB9U8",2,3,6,2,4,3,3,2,8,34,0,0.337393742494443,0.159138129059171,0.707239054092645,0.744409882346917,-1.6394443476215,5,3,4,3,1,1,-0.432043777439896,-0.0641929882768975,0.011,2.0449237487819,0.263504497520172,-0.808850958909816,-0.778945068227983
"1755","A2R40R4O6G0YBY",1,5,2,5,1,5,5,7,4,28,1,-0.182594585608526,1.27127585857614,-1.66322039953651,-0.360843373982571,0.280213164855865,5,4,4,1,2,1,0.0450213018584252,0.294975098326247,0.0285,-2.08060701273031,3.50622217747295,0.81619733813959,-2.63400400398839
"1761","A38IOJNJ81LQEQ",2,3,5,4,6,2,2,1,4,37,1,0.857382070597413,-0.396930735699312,2.12951472627014,0.191783254182173,0.760127542975206,5,2,3,2,2,1,-1.06782177122228,1.21959117661777,0.011,-0.840283363850646,-3.19185607927353,0.966652030313964,0.275732896759737
"1762","A2CMWJEKHJ299N",1,3,7,5,5,2,2,7,7,27,0,-0.702582913711496,-0.396930735699312,-1.66322039953651,0.744409882346917,-1.15952996950216,5,2,4,5,2,1,1.10348013568956,-1.55425705825679,0.011,-3.61292363376523,3.19762987325306,1.84960783402311,-1.84768032576353
"1779","A1RFMKXITDAOCX",0,1,2,5,3,6,3,1,10,23,0,1.37737039870038,1.27127585857614,2.12951472627014,0.744409882346917,-1.6394443476215,4,1,4,2,1,1,0.0450213018584252,-0.629640979965272,0.0285,-6.86969826602959,-3.2139790780536,0.584967059504253,-1.52205288205206
"1781","A1ORY302BLW47U",2,3,3,4,3,3,3,7,1,28,1,1.37737039870038,0.159138129059171,-0.240944727359016,-0.360843373982571,0.760127542975206,5,2,4,2,0,1,-0.520464274556858,0.294975098326247,0.0285,-1.91441024610848,-0.0304521079966897,-3.11967671475386,0.991762853711426
"1787","ADT6AD3LK64AH",0,4,4,2,4,3,4,5,5,29,1,-0.182594585608526,-2.06513732997476,0.233147163366815,-0.913470002147316,0.280213164855865,5,3,4,6,7,1,-0.361751360072793,-2.27259323146308,0.001015,11.4823599367684,2.915460439339,-1.71983684113438,2.48350911970368
"1790","A1IFIK8J49WBER",1,5,6,2,2,4,4,6,7,52,1,-0.182594585608526,1.27127585857614,1.18133094481848,-2.0187232584768,-0.679615591382816,6,2,5,1,1,1,0.556122639024133,0.294975098326247,0.0705,2.63204914717412,-1.44040162526807,-2.24315023534561,1.82468213738467
"1810","A2MHPN0PEB2XF5",0,3,1,4,4,4,3,1,3,31,0,-1.22257124181447,-0.396930735699312,-1.18912850881068,-0.913470002147316,-1.6394443476215,4,1,5,4,0,1,0.556122639024133,-0.629640979965272,0.00022,1.74403931004711,-3.64165893656077,-1.44089145433499,-1.72591545345871
"1811","A13I8ASC3JQ04P",1,4,7,4,2,2,2,3,1,28,0,1.37737039870038,-0.396930735699312,0.707239054092645,-0.360843373982571,1.71995629921389,6,2,4,1,1,1,1.63270955260512,0.294975098326247,0.0285,-0.367084114096748,-0.100954514457012,2.14034970361261,0.736356355022507
"1818","A3O0A24FMLNKY1",0,4,1,4,3,3,3,2,4,29,0,1.37737039870038,0.159138129059171,-1.66322039953651,0.191783254182173,-0.679615591382816,5,3,5,0,0,1,-1.43833827365378,-1.34797715317156,0.0285,-0.0612008176689496,0.944427056434157,-1.60283778287787,-0.0390344891604492
"1819","A609IS9KEE6J5",1,4,2,5,6,1,1,5,9,44,1,0.337393742494443,0.159138129059171,-0.715036618084846,-2.57134988664155,2.19987067733323,3,4,4,1,1,1,1.63270955260512,1.21959117661777,0.011,8.81723685689759,0.184362371026944,-0.272881711379348,2.26635874707155
"1822","AYHNP14AUA4TS",0,3,1,4,5,4,3,7,5,38,1,1.37737039870038,-3.17727505949172,-1.66322039953651,-2.57134988664155,2.19987067733323,4,5,5,1,1,2,1.63270955260512,1.21959117661777,0.0285,10.1580210354639,2.69629766570172,0.367175170550052,2.72136026252607
"1823","A31Y2UA2LPDSWZ",1,3,1,6,6,2,2,1,8,52,0,0.337393742494443,-1.50906846521628,-0.240944727359016,-1.46609663031206,0.760127542975206,5,1,4,0,0,1,0.556122639024133,0.294975098326247,0.00175,4.96358289543756,-1.57528378895338,1.09296839708394,0.00343867491864908
"1839","A10K8ZSAU26T49",2,3,6,2,1,6,6,7,7,50,1,0.337393742494443,1.27127585857614,0.707239054092645,1.84966313867641,-1.6394443476215,5,2,4,1,1,1,0.0971856394756699,-0.988809066568417,7e-04,-6.96474057224797,1.33807133903268,1.36804500871076,-0.772045108581513
"1842","A3EIQLH56BW34U",2,3,5,4,5,3,2,7,1,25,1,1.37737039870038,0.159138129059171,0.707239054092645,-0.360843373982571,0.760127542975206,4,2,4,5,3,1,1.10348013568956,1.21959117661777,0.011,-1.71540730960206,1.36310722646642,-0.912704321020805,3.87576612762879
"1852","A29U4ZQRLMIB61",2,3,6,4,6,2,1,4,3,39,1,1.37737039870038,0.715206993817653,0.233147163366815,1.29703651051166,0.280213164855865,5,2,4,3,4,1,1.10348013568956,-0.629640979965272,0.0705,0.725147433032573,-2.51491641056772,2.77926427843263,1.71308350992683
"1854","A3A107XOPPBQ9Z",0,2,4,3,3,4,4,6,4,42,1,0.857382070597413,0.715206993817653,-0.240944727359016,-1.46609663031206,0.280213164855865,3,3,2,2,3,1,-0.450171857189755,0.860423090014623,0.0285,2.00507571318665,1.98459852257355,-0.0981466750699712,-1.164741104817
"1862","AQGSBOPHDZA7B",0,1,6,5,2,3,4,7,7,49,1,1.37737039870038,1.27127585857614,0.233147163366815,1.84966313867641,-1.6394443476215,5,2,5,5,5,1,0.626415056391236,0.860423090014623,0.011,-5.06576115653628,0.836981511123394,-0.384081167546588,0.338132859918923
"1863","A2Z9PQMLGDF60M",2,3,6,6,4,3,4,7,8,32,1,-0.182594585608526,-0.396930735699312,-1.18912850881068,0.191783254182173,0.760127542975206,4,4,3,5,4,2,1.17377255305666,-0.0641929882768975,0.001015,0.993142197024981,2.01692517533889,1.49164031789633,1.02441869688471
"1873","AVIH7MSMSTZCW",1,2,2,4,5,3,3,3,4,43,0,-0.702582913711496,-0.396930735699312,0.707239054092645,0.191783254182173,-0.679615591382816,6,1,4,3,1,2,1.63270955260512,0.294975098326247,0.00175,-2.30490568118595,-2.06570900029334,-0.202511700512256,0.445900970741627
"1878","A36ZRUGMKQA5KO",2,3,4,4,4,5,4,6,6,47,0,0.337393742494443,1.27127585857614,-1.66322039953651,-1.46609663031206,0.280213164855865,3,1,4,1,2,1,-0.99752935385518,0.860423090014623,0.0285,-3.39197206688603,0.484363858706791,-1.25011942680857,-3.33640584842578
"1887","A2TCD3EGK3TL7N",0,3,4,5,6,1,1,6,5,42,1,1.37737039870038,1.27127585857614,0.233147163366815,1.84966313867641,0.760127542975206,7,2,5,4,2,2,1.63270955260512,0.294975098326247,0.2125,-4.30805704551745,0.042065626002782,-1.22951386821463,-0.407114951927468
"1889","AHE3S3PJD3YJM",0,3,4,5,4,4,3,7,6,45,1,-0.182594585608526,-1.50906846521628,-0.240944727359016,0.191783254182173,0.760127542975206,7,3,3,2,1,1,1.63270955260512,-0.629640979965272,0.011,-1.27469997218329,2.13724062478832,0.457656126940001,2.37528641969737
"1895","ACCXC5V05C9R9",0,3,1,4,5,2,2,1,4,41,1,1.37737039870038,1.27127585857614,2.12951472627014,0.744409882346917,-1.6394443476215,6,3,4,1,1,1,0.574250718773991,1.21959117661777,0.00425,-3.0266388271557,-4.80402303460381,-0.209534564305478,1.27094146591114
"1906","AF3C3ZIMJCRKC",0,3,1,5,5,4,4,7,2,36,1,1.37737039870038,1.27127585857614,0.233147163366815,-1.46609663031206,-0.679615591382816,1,1,5,2,2,1,1.10348013568956,0.294975098326247,0.011,-3.58979294890198,0.749445864903998,-4.41167239466294,2.62749937061796
"1910","AHZPOM46IUJ2N",0,3,1,4,6,1,1,1,5,36,1,1.37737039870038,0.715206993817653,1.65542283554431,1.29703651051166,-1.15952996950216,7,1,5,0,0,1,0.0971856394756699,-0.988809066568417,0.0705,-4.08737468372906,-3.53876620171669,2.34347841033174,-0.202277175934955
"1916","A1VR0H82QGGQFK",0,1,4,5,1,6,6,5,6,25,0,0.337393742494443,0.715206993817653,0.233147163366815,-1.46609663031206,-1.6394443476215,1,5,5,3,5,2,0.556122639024133,-0.629640979965272,0.0705,-0.807849964329794,-1.24208552872019,0.860884511308075,0.46539209250546
"1918","A18ZUFGMNOVI2Y",1,4,6,5,2,6,5,7,6,56,1,1.37737039870038,-0.952999600457794,0.707239054092645,1.84966313867641,-0.679615591382816,7,1,4,2,2,1,1.63270955260512,-0.629640979965272,0.0285,-1.7669348490667,1.04173209079428,1.18091861941867,0.251643220437477
"1928","A16NAK9LY0HRJS",1,1,2,6,3,4,4,7,7,27,1,0.857382070597413,1.27127585857614,1.65542283554431,1.29703651051166,-1.15952996950216,4,3,2,5,5,1,-1.98569577031921,0.501255003411478,0.011,-1.11743171778922,-2.42383027413376,-0.341432511497946,3.51510427013536
"1929","AB7V9FFK51EKT",1,4,7,5,4,4,4,7,4,35,1,-1.22257124181447,-0.396930735699312,-1.66322039953651,-2.0187232584768,2.19987067733323,5,3,4,1,2,1,-0.502336194806999,-0.629640979965272,0.011,3.58554578851989,3.79753105033454,-1.02755802454129,-1.20970926033953
"1940","A2CYMOMXWMJ0O",1,3,6,5,2,5,5,6,7,28,1,1.37737039870038,-1.50906846521628,-1.18912850881068,0.744409882346917,1.24004192109455,7,2,5,5,1,1,0.00876514235870807,0.294975098326247,0.011,-1.81967799666938,0.486373969162632,-0.52556539502122,-1.11324723169104
"1944","A2C9F0F66Q19C6",2,3,1,4,3,4,4,1,10,40,0,-0.182594585608526,-1.50906846521628,0.707239054092645,-0.360843373982571,-1.6394443476215,5,1,4,5,2,1,-1.91540335295211,0.142086916808333,0.0705,-4.13281513052413,-4.57801969578689,-1.22450978767575,1.21748125178308
"1946","A1IG5UIMNK5U0Q",0,1,4,4,6,1,1,3,6,31,0,0.857382070597413,1.27127585857614,0.707239054092645,-0.360843373982571,-1.6394443476215,7,1,5,1,1,1,-1.43833827365378,-1.34797715317156,0.2125,-8.21273698266669,0.602679724357087,0.334457085780516,0.857856830281258
"1947","ANBK31E62Z49E",0,3,5,5,4,3,3,3,6,28,0,-0.182594585608526,0.715206993817653,-0.240944727359016,1.29703651051166,0.280213164855865,5,2,4,4,2,1,0.537994559274274,1.21959117661777,0.0705,-2.95617329628664,-0.0704659082837815,-0.936273724153137,-0.258643444333446
"1949","A2XT3T0L580OMN",1,2,6,2,4,6,1,1,5,31,0,0.857382070597413,0.715206993817653,-0.715036618084846,0.191783254182173,-0.199701213263476,5,2,4,2,1,2,0.556122639024133,1.21959117661777,0.00022,-0.196171142901597,-3.34380150836769,-1.38703864246701,-1.70513969580403
"1955","A2OL18MGK5LEO7",0,4,2,5,4,3,4,7,5,32,0,-0.702582913711496,0.159138129059171,0.707239054092645,-0.360843373982571,-0.199701213263476,2,1,4,5,5,2,-4.50938609991269,-0.217081169794812,0.011,-0.82174623511419,1.67405889522055,-1.47365139109081,-0.647915403873688
"1958","A1ZRK6K5JUPJAV",0,2,2,5,3,5,2,7,8,40,0,-2.78253622612338,-0.952999600457794,-1.18912850881068,0.744409882346917,-0.199701213263476,5,5,3,4,2,1,1.17377255305666,0.860423090014623,0.00425,1.50120869122729,1.19124330202811,0.867026907647828,-0.970131807563202
"1960","A14IR7TO5YHC6J",1,2,2,5,3,5,5,7,7,43,0,-0.182594585608526,1.27127585857614,-1.66322039953651,0.191783254182173,0.280213164855865,5,3,4,1,1,1,0.556122639024133,-0.629640979965272,0.00175,3.00602009567199,1.37024524207877,-0.819490767663638,0.239762192596055
"1964","AOJZM39CRWTX9",1,3,3,2,4,6,6,7,6,30,1,-0.182594585608526,0.715206993817653,-0.240944727359016,0.191783254182173,-0.679615591382816,4,3,5,2,1,2,1.63270955260512,-0.629640979965272,0.2125,-8.83331816127065,0.658376246905161,-0.569565438999037,-0.417806082561207
"1976","A1UWR0G8JWVR91",1,3,3,4,3,3,3,7,4,55,1,-2.26254789802041,1.27127585857614,-1.18912850881068,0.744409882346917,-1.15952996950216,5,3,3,5,2,1,1.0853520559397,-1.55425705825679,0.0285,-3.44864557658173,3.15858425732306,2.31604488413786,-0.125481022582922
"1978","A1SMW0SVTAR5UR",0,3,2,5,3,4,3,1,3,21,0,0.857382070597413,-0.396930735699312,1.18133094481848,0.744409882346917,-1.15952996950216,3,4,4,4,2,2,-1.45646635340364,0.501255003411478,0.00175,-2.67848158665153,-3.69005162511437,-0.213146390499731,2.75181535808074
"1981","AURYD2FH3FUOQ",0,4,7,5,3,4,4,1,4,53,1,-2.78253622612338,-2.06513732997476,-0.715036618084846,1.84966313867641,-1.6394443476215,6,1,3,2,2,2,-1.61517926788771,1.21959117661777,0.011,7.04527531028526,-0.676765464687533,-1.0979474541254,-2.91079536928209
"1987","A2T114Z5BAQMFQ",1,3,1,4,2,5,5,7,9,23,0,-0.702582913711496,1.27127585857614,-1.66322039953651,1.84966313867641,2.19987067733323,7,5,5,2,5,1,1.63270955260512,-2.47887313654831,0.00175,-6.14643996270695,1.02610066249453,-1.72309189740611,0.850560581442033
"1991","A1NN1PI53A4CRF",1,3,5,4,6,1,1,6,2,19,0,-1.22257124181447,-1.50906846521628,-1.18912850881068,0.744409882346917,0.280213164855865,6,4,3,2,3,2,1.17377255305666,-0.0641929882768975,0.011,-4.35360482555319,0.199111836830776,1.40381503244479,-0.500382168543228
"1992","A2P21OT8MVQPSH",0,3,3,3,2,4,5,7,4,49,1,-0.182594585608526,-0.396930735699312,-1.18912850881068,-0.913470002147316,1.24004192109455,4,4,3,4,2,1,1.63270955260512,-0.629640979965272,0.0705,-2.586956363322,3.05275333507048,0.972741415655912,0.247330890754629
"1993","A3F52KE1584441",2,2,3,2,3,4,3,1,2,32,0,0.337393742494443,-1.50906846521628,-0.240944727359016,-0.913470002147316,-0.199701213263476,5,2,4,4,1,1,0.0971856394756699,-0.988809066568417,0.011,2.74222112755272,-1.15477056180993,1.34950642914781,-0.769790415888473
"1994","A321UTTHJSC5PO",0,3,1,5,4,5,3,7,4,67,0,-1.74255956991744,1.27127585857614,-1.18912850881068,-1.46609663031206,1.71995629921389,2,5,2,1,1,1,1.63270955260512,-0.629640979965272,7e-04,-0.834027769351301,4.30346444340683,1.3529505841325,-3.10947451944893
"2007","A70UWJIO3PGRX",2,3,6,2,5,1,2,1,5,22,0,1.37737039870038,-0.952999600457794,0.707239054092645,0.191783254182173,0.760127542975206,5,1,4,5,4,1,-3.52121968344866,-2.63176131806623,0.00425,-1.73137737935798,-3.45305877413951,3.40232917692884,-0.396306002288332
"2027","AT0XOIMR637KW",1,4,1,4,4,4,3,2,6,27,0,1.37737039870038,1.27127585857614,-1.66322039953651,0.191783254182173,-1.15952996950216,4,1,3,5,5,1,-0.979401274105321,-0.0641929882768975,0.011,1.20673419583209,-2.78939316615695,-1.83940082302602,-0.916625398220913
"2029","A21UK59PMHT4EK",1,3,3,5,2,5,6,7,8,38,1,-1.22257124181447,-0.396930735699312,-0.715036618084846,0.191783254182173,-0.199701213263476,7,3,4,1,1,1,0.556122639024133,0.294975098326247,0.011,-1.00244706042423,4.05593078617586,1.12622731676587,-1.33676609393566
"2030","A3K3IZ0S0YOLO1",1,4,7,5,2,5,5,6,8,35,0,-2.26254789802041,1.27127585857614,0.233147163366815,0.191783254182173,-1.15952996950216,6,2,4,2,1,1,1.63270955260512,0.294975098326247,0.00175,0.933428534480052,2.96735259254942,-0.920465402197846,-5.03723048932094
"2033","A3HUD3CNH2GXGW",0,4,3,6,3,4,4,7,6,36,1,-0.702582913711496,-1.50906846521628,-0.715036618084846,0.191783254182173,0.760127542975206,4,5,4,2,1,1,1.63270955260512,1.21959117661777,0.00022,4.25055100212533,5.24094766703316,2.50714658783067,0.548927890711679
"2037","A26X054UJOBN6K",2,3,1,6,3,6,2,7,10,44,0,-1.22257124181447,0.715206993817653,-0.715036618084846,0.191783254182173,-0.679615591382816,6,5,3,3,1,1,1.63270955260512,1.21959117661777,0.011,1.30521733963879,3.83551414117268,-1.20751543575368,-3.24203170997619
"2038","A124DR1CQH7G09",1,1,5,5,4,4,5,5,5,31,0,0.337393742494443,-0.952999600457794,0.233147163366815,-0.360843373982571,-0.679615591382816,5,3,2,3,7,1,-0.961273194355462,-0.988809066568417,0.002475,7.21246777079366,1.30650184037759,-3.20104055863724,2.11844629516518
"2046","A1B4WL7N3ACF2T",1,3,4,5,3,4,3,4,2,53,1,-0.182594585608526,0.159138129059171,0.707239054092645,-0.360843373982571,0.280213164855865,3,3,4,3,1,1,0.0268932221085667,0.294975098326247,0.0285,0.29986245911127,0.33061871737053,0.581652807770192,-1.38379638415988
"2055","A1TCBD1UZCJEAM",0,1,5,4,6,4,4,7,1,54,1,1.37737039870038,1.27127585857614,-0.240944727359016,1.84966313867641,-0.199701213263476,6,3,5,1,1,1,1.63270955260512,-2.47887313654831,0.0705,-4.7918463890463,1.23519430484064,0.507873538002378,1.49103030386783
"2059","A3SQMTMTBVER39",2,1,1,2,5,1,1,1,1,31,1,1.37737039870038,-0.396930735699312,-0.240944727359016,0.744409882346917,1.24004192109455,6,3,4,1,1,1,-2.14440868480327,1.21959117661777,0.0285,0.667748486383906,-2.51329543646656,2.11278471775017,1.56681497028095
"2065","A1DH493HKY9ZQ",1,4,7,2,2,6,4,7,5,32,1,-0.702582913711496,-0.396930735699312,-1.66322039953651,0.744409882346917,-1.15952996950216,7,3,4,1,1,1,1.63270955260512,1.21959117661777,0.0705,1.68204931972758,4.92588125297797,-0.794669831827556,-2.03693515827624
